Pair,Time_spot,Open,High,Low,Close,Volume
XRPUSDT,2024-03-13 20:00:00,0.68460000,0.69340000,0.68010000,0.68910000,74749106.00000000
ADAUSDT,2024-03-13 16:00:00,0.74630000,0.75470000,0.74150000,0.75200000,22217124.20000000
BTCUSDT,2024-03-13 16:00:00,72634.95000000,73394.19000000,72350.00000000,73349.24000000,8727.85823000
XRPUSDT,2024-03-13 16:00:00,0.67710000,0.68900000,0.67360000,0.68460000,83696135.00000000
LTCUSDT,2024-03-13 16:00:00,95.94000000,96.69000000,95.27000000,96.51000000,129280.23800000
ETHUSDT,2024-03-13 16:00:00,3962.80000000,4011.06000000,3952.23000000,4000.44000000,70578.31490000
BNBUSDT,2024-03-13 16:00:00,582.50000000,597.30000000,580.50000000,597.20000000,283588.18900000
ETHUSDT,2024-03-13 12:00:00,4048.91000000,4053.00000000,3932.23000000,3962.80000000,148148.30530000
BNBUSDT,2024-03-13 12:00:00,592.30000000,597.50000000,577.10000000,582.40000000,586139.02100000
LTCUSDT,2024-03-13 12:00:00,97.35000000,97.86000000,94.03000000,95.94000000,324049.27000000
ADAUSDT,2024-03-13 12:00:00,0.75880000,0.76490000,0.73570000,0.74620000,44572151.80000000
XRPUSDT,2024-03-13 12:00:00,0.68870000,0.69070000,0.66840000,0.67700000,150590789.00000000
BTCUSDT,2024-03-13 12:00:00,73065.40000000,73180.00000000,71634.52000000,72634.95000000,14039.65954000
XRPUSDT,2024-03-13 08:00:00,0.69590000,0.69890000,0.68680000,0.68860000,108760807.00000000
ETHUSDT,2024-03-13 08:00:00,4038.36000000,4083.00000000,4038.09000000,4048.90000000,71500.99060000
BTCUSDT,2024-03-13 08:00:00,72855.15000000,73650.25000000,72820.00000000,73065.41000000,9588.44887500
LTCUSDT,2024-03-13 08:00:00,98.18000000,98.95000000,96.90000000,97.36000000,239430.19100000
ADAUSDT,2024-03-13 08:00:00,0.76310000,0.77310000,0.75580000,0.75870000,32840700.20000000
BNBUSDT,2024-03-13 08:00:00,560.70000000,600.00000000,559.90000000,592.30000000,695950.92000000
XRPUSDT,2024-03-13 04:00:00,0.69870000,0.70260000,0.69380000,0.69590000,106372983.00000000
BTCUSDT,2024-03-13 04:00:00,72057.43000000,73182.22000000,71920.00000000,72855.16000000,8445.98749200
LTCUSDT,2024-03-13 04:00:00,98.14000000,98.76000000,96.47000000,98.18000000,195838.43100000
ADAUSDT,2024-03-13 04:00:00,0.75230000,0.76910000,0.74890000,0.76300000,25571646.00000000
ETHUSDT,2024-03-13 04:00:00,4043.78000000,4078.38000000,4029.10000000,4038.36000000,70118.16470000
BNBUSDT,2024-03-13 04:00:00,538.30000000,563.60000000,536.30000000,560.70000000,344505.56700000
ADAUSDT,2024-03-13 00:00:00,0.74820000,0.75500000,0.74530000,0.75230000,17105564.10000000
ETHUSDT,2024-03-13 00:00:00,3979.97000000,4045.86000000,3973.53000000,4043.78000000,64974.96480000
BTCUSDT,2024-03-13 00:00:00,71452.00000000,72217.79000000,71333.31000000,72057.43000000,6367.14350000
XRPUSDT,2024-03-13 00:00:00,0.68800000,0.69990000,0.68180000,0.69870000,105548192.00000000
BNBUSDT,2024-03-13 00:00:00,537.40000000,539.90000000,531.70000000,538.20000000,146685.77500000
LTCUSDT,2024-03-13 00:00:00,97.52000000,98.81000000,97.11000000,98.13000000,139036.36800000
BTCUSDT,2024-03-12 20:00:00,71349.99000000,71550.05000000,70607.86000000,71452.01000000,6463.70467000
XRPUSDT,2024-03-12 20:00:00,0.69090000,0.69120000,0.68280000,0.68800000,65108706.00000000
BNBUSDT,2024-03-12 20:00:00,541.30000000,542.40000000,532.30000000,537.50000000,116634.60500000
LTCUSDT,2024-03-12 20:00:00,98.11000000,98.13000000,96.43000000,97.52000000,115400.39300000
ADAUSDT,2024-03-12 20:00:00,0.74700000,0.74890000,0.73360000,0.74810000,17302610.20000000
ETHUSDT,2024-03-12 20:00:00,3980.23000000,3980.56000000,3927.18000000,3979.96000000,58573.03000000
ADAUSDT,2024-03-12 16:00:00,0.74700000,0.74930000,0.70400000,0.74710000,70442639.30000000
LTCUSDT,2024-03-12 16:00:00,96.70000000,98.45000000,91.77000000,98.12000000,541159.12800000
BNBUSDT,2024-03-12 16:00:00,541.90000000,545.50000000,519.00000000,541.30000000,468978.55300000
XRPUSDT,2024-03-12 16:00:00,0.70250000,0.70340000,0.65850000,0.69100000,251702477.00000000
ETHUSDT,2024-03-12 16:00:00,3988.46000000,3991.62000000,3828.98000000,3980.23000000,199020.77180000
BTCUSDT,2024-03-12 16:00:00,71703.41000000,71829.11000000,68620.82000000,71349.99000000,24015.90765000
ADAUSDT,2024-03-12 12:00:00,0.74810000,0.75770000,0.73290000,0.74710000,47398844.00000000
BNBUSDT,2024-03-12 12:00:00,530.40000000,548.50000000,520.10000000,541.90000000,546529.79300000
XRPUSDT,2024-03-12 12:00:00,0.70110000,0.71350000,0.68700000,0.70260000,202020467.00000000
ETHUSDT,2024-03-12 12:00:00,4020.84000000,4053.80000000,3950.00000000,3988.46000000,146976.21910000
BTCUSDT,2024-03-12 12:00:00,72023.82000000,73000.00000000,70800.00000000,71703.41000000,17116.47825100
LTCUSDT,2024-03-12 12:00:00,97.52000000,98.76000000,95.36000000,96.71000000,439432.46500000
BTCUSDT,2024-03-12 08:00:00,72121.10000000,72376.00000000,71388.00000000,72023.82000000,7323.42979000
LTCUSDT,2024-03-12 08:00:00,98.72000000,98.96000000,95.88000000,97.51000000,442694.67800000
BNBUSDT,2024-03-12 08:00:00,538.70000000,539.00000000,522.40000000,530.40000000,219316.96900000
ETHUSDT,2024-03-12 08:00:00,4027.13000000,4065.00000000,3965.00000000,4020.83000000,83842.39360000
XRPUSDT,2024-03-12 08:00:00,0.70290000,0.70520000,0.67770000,0.70110000,215708718.00000000
ADAUSDT,2024-03-12 08:00:00,0.75170000,0.75380000,0.73250000,0.74810000,30331406.30000000
LTCUSDT,2024-03-12 04:00:00,98.94000000,100.78000000,97.92000000,98.72000000,363640.42500000
BTCUSDT,2024-03-12 04:00:00,71619.00000000,72355.15000000,71301.00000000,72121.10000000,6922.60660000
ETHUSDT,2024-03-12 04:00:00,4028.69000000,4052.40000000,4000.02000000,4027.13000000,62019.69530000
XRPUSDT,2024-03-12 04:00:00,0.68930000,0.71000000,0.68520000,0.70300000,196756235.00000000
ADAUSDT,2024-03-12 04:00:00,0.75750000,0.76630000,0.74650000,0.75180000,26530561.90000000
BNBUSDT,2024-03-12 04:00:00,534.10000000,543.40000000,530.00000000,538.60000000,343470.11600000
XRPUSDT,2024-03-12 00:00:00,0.72300000,0.73320000,0.68720000,0.68920000,233526669.00000000
BNBUSDT,2024-03-12 00:00:00,523.00000000,535.30000000,522.10000000,534.10000000,229837.65100000
BTCUSDT,2024-03-12 00:00:00,72078.10000000,72470.41000000,71400.00000000,71619.00000000,6941.41973000
ETHUSDT,2024-03-12 00:00:00,4064.80000000,4093.92000000,4021.19000000,4028.69000000,82355.28430000
ADAUSDT,2024-03-12 00:00:00,0.77540000,0.77640000,0.75530000,0.75740000,35145055.30000000
LTCUSDT,2024-03-12 00:00:00,103.87000000,104.27000000,98.66000000,98.94000000,538924.74900000
XRPUSDT,2024-03-11 20:00:00,0.73050000,0.74240000,0.71050000,0.72300000,283940321.00000000
BTCUSDT,2024-03-11 20:00:00,71970.00000000,72750.00000000,71836.36000000,72078.10000000,5613.69407000
BNBUSDT,2024-03-11 20:00:00,517.90000000,523.80000000,516.90000000,523.00000000,83201.61700000
ADAUSDT,2024-03-11 20:00:00,0.77360000,0.78820000,0.77030000,0.77540000,46170028.70000000
ETHUSDT,2024-03-11 20:00:00,4031.70000000,4082.00000000,4027.92000000,4064.80000000,54656.39360000
LTCUSDT,2024-03-11 20:00:00,104.99000000,105.70000000,103.31000000,103.86000000,341687.62200000
BTCUSDT,2024-03-11 16:00:00,72010.01000000,72800.00000000,71760.00000000,71970.00000000,11603.11572200
BNBUSDT,2024-03-11 16:00:00,515.40000000,522.00000000,512.10000000,517.90000000,199995.02100000
ETHUSDT,2024-03-11 16:00:00,4018.01000000,4086.23000000,3998.92000000,4031.71000000,107913.56400000
LTCUSDT,2024-03-11 16:00:00,101.15000000,105.14000000,101.12000000,105.00000000,740202.83400000
XRPUSDT,2024-03-11 16:00:00,0.69330000,0.74400000,0.67840000,0.73050000,966720151.00000000
ADAUSDT,2024-03-11 16:00:00,0.75860000,0.77850000,0.75400000,0.77350000,92356844.60000000
LTCUSDT,2024-03-11 12:00:00,94.69000000,103.75000000,94.44000000,101.14000000,825991.06400000
XRPUSDT,2024-03-11 12:00:00,0.62270000,0.69540000,0.61590000,0.69330000,335797086.00000000
ETHUSDT,2024-03-11 12:00:00,4034.25000000,4065.80000000,4017.00000000,4018.00000000,128794.48030000
ADAUSDT,2024-03-11 12:00:00,0.73760000,0.76170000,0.72800000,0.75860000,53426438.60000000
BTCUSDT,2024-03-11 12:00:00,71487.21000000,72661.10000000,71304.20000000,72010.00000000,15581.87226800
BNBUSDT,2024-03-11 12:00:00,522.10000000,524.50000000,515.00000000,515.40000000,284905.50400000
BNBUSDT,2024-03-11 08:00:00,527.90000000,532.80000000,520.10000000,522.00000000,277192.60000000
BTCUSDT,2024-03-11 08:00:00,71019.99000000,72226.30000000,71019.99000000,71487.20000000,16023.35006800
ADAUSDT,2024-03-11 08:00:00,0.73400000,0.74460000,0.73250000,0.73770000,40245505.60000000
ETHUSDT,2024-03-11 08:00:00,4001.40000000,4054.60000000,3986.86000000,4034.25000000,166787.88580000
XRPUSDT,2024-03-11 08:00:00,0.61970000,0.63010000,0.61940000,0.62280000,153940849.00000000
LTCUSDT,2024-03-11 08:00:00,90.09000000,95.45000000,90.08000000,94.69000000,647220.18700000
ETHUSDT,2024-03-11 04:00:00,3866.92000000,4011.79000000,3834.22000000,4001.40000000,158741.34440000
BTCUSDT,2024-03-11 04:00:00,68604.41000000,71298.00000000,68445.91000000,71019.99000000,17348.19592800
LTCUSDT,2024-03-11 04:00:00,86.87000000,90.89000000,86.08000000,90.07000000,317480.38000000
BNBUSDT,2024-03-11 04:00:00,523.10000000,533.80000000,515.40000000,527.90000000,346165.74800000
XRPUSDT,2024-03-11 04:00:00,0.60850000,0.62420000,0.60320000,0.61970000,138849429.00000000
ADAUSDT,2024-03-11 04:00:00,0.71310000,0.74330000,0.70660000,0.73390000,45120919.40000000
LTCUSDT,2024-03-11 00:00:00,87.43000000,87.71000000,83.22000000,86.87000000,223685.24000000
BTCUSDT,2024-03-11 00:00:00,68955.88000000,68955.90000000,67024.96000000,68604.42000000,9122.59767000
ADAUSDT,2024-03-11 00:00:00,0.71650000,0.71920000,0.68500000,0.71310000,43310591.80000000
BNBUSDT,2024-03-11 00:00:00,528.90000000,529.30000000,505.50000000,523.10000000,416685.90700000
ETHUSDT,2024-03-11 00:00:00,3878.47000000,3888.38000000,3722.95000000,3866.93000000,104660.84580000
XRPUSDT,2024-03-11 00:00:00,0.60800000,0.60960000,0.58300000,0.60850000,156672807.00000000
BNBUSDT,2024-03-10 20:00:00,530.50000000,531.90000000,516.60000000,528.90000000,219802.64900000
ADAUSDT,2024-03-10 20:00:00,0.71980000,0.72150000,0.70000000,0.71660000,21989536.00000000
LTCUSDT,2024-03-10 20:00:00,88.22000000,88.23000000,85.35000000,87.43000000,90903.69900000
BTCUSDT,2024-03-10 20:00:00,69400.19000000,69470.01000000,68094.75000000,68955.88000000,5904.43873000
ETHUSDT,2024-03-10 20:00:00,3898.01000000,3903.89000000,3791.26000000,3878.47000000,71658.43710000
XRPUSDT,2024-03-10 20:00:00,0.61190000,0.61410000,0.59650000,0.60800000,70195820.00000000
ADAUSDT,2024-03-10 16:00:00,0.71520000,0.72620000,0.71430000,0.71990000,14172513.80000000
BTCUSDT,2024-03-10 16:00:00,69194.83000000,69768.58000000,69111.89000000,69400.19000000,4006.35572000
LTCUSDT,2024-03-10 16:00:00,87.90000000,88.80000000,87.80000000,88.23000000,82343.23100000
BNBUSDT,2024-03-10 16:00:00,520.90000000,532.20000000,520.50000000,530.60000000,241798.72600000
XRPUSDT,2024-03-10 16:00:00,0.61030000,0.61470000,0.60890000,0.61200000,47832370.00000000
ETHUSDT,2024-03-10 16:00:00,3883.70000000,3927.05000000,3882.06000000,3898.00000000,48450.62370000
BNBUSDT,2024-03-10 12:00:00,531.80000000,536.60000000,517.70000000,520.90000000,412938.14700000
ETHUSDT,2024-03-10 12:00:00,3932.72000000,3947.18000000,3860.65000000,3883.69000000,85475.68790000
BTCUSDT,2024-03-10 12:00:00,69568.45000000,69833.33000000,68641.10000000,69194.83000000,8240.59115000
XRPUSDT,2024-03-10 12:00:00,0.61890000,0.62070000,0.60170000,0.61020000,117793015.00000000
LTCUSDT,2024-03-10 12:00:00,88.46000000,88.72000000,86.13000000,87.89000000,169649.81000000
ADAUSDT,2024-03-10 12:00:00,0.72800000,0.73080000,0.70810000,0.71530000,35188451.70000000
BTCUSDT,2024-03-10 08:00:00,69347.16000000,69887.61000000,69162.00000000,69568.46000000,7712.18719000
XRPUSDT,2024-03-10 08:00:00,0.62620000,0.62780000,0.61670000,0.61900000,78782154.00000000
BNBUSDT,2024-03-10 08:00:00,503.70000000,537.50000000,500.80000000,531.70000000,718139.70200000
ADAUSDT,2024-03-10 08:00:00,0.73680000,0.73830000,0.72570000,0.72790000,23052252.30000000
LTCUSDT,2024-03-10 08:00:00,89.08000000,89.38000000,87.67000000,88.47000000,139422.24800000
ETHUSDT,2024-03-10 08:00:00,3944.81000000,3964.67000000,3920.02000000,3932.72000000,60457.15630000
ETHUSDT,2024-03-10 04:00:00,3935.01000000,3950.00000000,3929.79000000,3944.82000000,38704.74620000
ADAUSDT,2024-03-10 04:00:00,0.73550000,0.73880000,0.73030000,0.73680000,15006167.80000000
BNBUSDT,2024-03-10 04:00:00,488.30000000,504.80000000,488.00000000,503.70000000,225880.93300000
XRPUSDT,2024-03-10 04:00:00,0.62220000,0.62720000,0.62140000,0.62620000,47553113.00000000
BTCUSDT,2024-03-10 04:00:00,69136.78000000,69659.47000000,69024.62000000,69347.16000000,5397.01526000
LTCUSDT,2024-03-10 04:00:00,89.16000000,89.63000000,88.42000000,89.07000000,86261.39400000
ETHUSDT,2024-03-10 00:00:00,3905.20000000,3940.10000000,3899.51000000,3935.00000000,51918.02880000
XRPUSDT,2024-03-10 00:00:00,0.61980000,0.62450000,0.61920000,0.62230000,69057459.00000000
ADAUSDT,2024-03-10 00:00:00,0.74160000,0.74400000,0.73360000,0.73540000,15564734.20000000
LTCUSDT,2024-03-10 00:00:00,90.66000000,90.82000000,89.09000000,89.18000000,148478.80900000
BNBUSDT,2024-03-10 00:00:00,488.30000000,490.90000000,484.80000000,488.30000000,125576.92700000
BTCUSDT,2024-03-10 00:00:00,68313.28000000,69216.00000000,68200.00000000,69136.79000000,7144.08030000
BTCUSDT,2024-03-09 20:00:00,68193.51000000,68433.17000000,68193.51000000,68313.27000000,2104.46081000
ETHUSDT,2024-03-09 20:00:00,3881.18000000,3912.68000000,3881.17000000,3905.21000000,30014.08070000
ADAUSDT,2024-03-09 20:00:00,0.73770000,0.74610000,0.73690000,0.74160000,15511057.80000000
XRPUSDT,2024-03-09 20:00:00,0.61960000,0.62320000,0.61840000,0.61970000,40650792.00000000
LTCUSDT,2024-03-09 20:00:00,88.58000000,90.97000000,88.47000000,90.67000000,129177.69900000
BNBUSDT,2024-03-09 20:00:00,482.40000000,489.60000000,482.40000000,488.30000000,83648.20300000
ETHUSDT,2024-03-09 16:00:00,3916.66000000,3920.22000000,3870.01000000,3881.18000000,57453.43710000
BNBUSDT,2024-03-09 16:00:00,484.10000000,485.80000000,480.70000000,482.40000000,125200.65000000
ADAUSDT,2024-03-09 16:00:00,0.73620000,0.74470000,0.73120000,0.73770000,24446107.40000000
LTCUSDT,2024-03-09 16:00:00,89.47000000,90.74000000,88.43000000,88.58000000,186767.45200000
BTCUSDT,2024-03-09 16:00:00,68288.19000000,68325.00000000,68000.00000000,68193.51000000,3079.82488000
XRPUSDT,2024-03-09 16:00:00,0.62150000,0.62350000,0.61640000,0.61950000,67391186.00000000
ETHUSDT,2024-03-09 12:00:00,3912.50000000,3927.05000000,3901.62000000,3916.66000000,40208.56260000
BTCUSDT,2024-03-09 12:00:00,68300.00000000,68521.10000000,68100.01000000,68288.20000000,3154.11941000
BNBUSDT,2024-03-09 12:00:00,487.40000000,488.60000000,483.00000000,484.10000000,137137.39500000
LTCUSDT,2024-03-09 12:00:00,87.94000000,90.00000000,87.72000000,89.47000000,186853.21500000
ADAUSDT,2024-03-09 12:00:00,0.73050000,0.73900000,0.72790000,0.73630000,22324622.90000000
XRPUSDT,2024-03-09 12:00:00,0.62290000,0.62540000,0.61770000,0.62150000,67751311.00000000
BNBUSDT,2024-03-09 08:00:00,487.50000000,493.80000000,484.10000000,487.40000000,216825.03900000
BTCUSDT,2024-03-09 08:00:00,68288.64000000,68453.12000000,67933.93000000,68299.99000000,4166.26410000
XRPUSDT,2024-03-09 08:00:00,0.62890000,0.62990000,0.61580000,0.62290000,102454749.00000000
LTCUSDT,2024-03-09 08:00:00,88.72000000,88.90000000,86.77000000,87.94000000,133363.39500000
ADAUSDT,2024-03-09 08:00:00,0.73660000,0.73920000,0.72070000,0.73050000,22280539.00000000
ETHUSDT,2024-03-09 08:00:00,3925.46000000,3936.00000000,3887.99000000,3912.49000000,47849.72380000
XRPUSDT,2024-03-09 04:00:00,0.62570000,0.63230000,0.62470000,0.62900000,64576503.00000000
BTCUSDT,2024-03-09 04:00:00,68247.34000000,68541.10000000,68133.27000000,68288.64000000,3391.79959000
BNBUSDT,2024-03-09 04:00:00,489.20000000,489.90000000,485.50000000,487.50000000,122160.25400000
ETHUSDT,2024-03-09 04:00:00,3923.22000000,3942.00000000,3912.05000000,3925.47000000,36331.83340000
ADAUSDT,2024-03-09 04:00:00,0.72850000,0.74030000,0.72690000,0.73660000,18892258.30000000
LTCUSDT,2024-03-09 04:00:00,88.83000000,89.00000000,88.24000000,88.72000000,89699.91900000
XRPUSDT,2024-03-09 00:00:00,0.62000000,0.62920000,0.61810000,0.62560000,56281072.00000000
LTCUSDT,2024-03-09 00:00:00,88.33000000,90.31000000,88.13000000,88.83000000,178983.99900000
BNBUSDT,2024-03-09 00:00:00,485.80000000,492.30000000,481.90000000,489.10000000,167057.70000000
BTCUSDT,2024-03-09 00:00:00,68124.20000000,68279.00000000,67861.10000000,68247.34000000,3976.42864000
ADAUSDT,2024-03-09 00:00:00,0.72280000,0.72960000,0.72000000,0.72840000,14084728.90000000
ETHUSDT,2024-03-09 00:00:00,3883.37000000,3929.00000000,3877.50000000,3923.21000000,42981.50100000
BTCUSDT,2024-03-08 20:00:00,68864.00000000,69379.00000000,67807.58000000,68124.19000000,11549.83637000
XRPUSDT,2024-03-08 20:00:00,0.62000000,0.62350000,0.61690000,0.62000000,54019875.00000000
BNBUSDT,2024-03-08 20:00:00,484.50000000,487.80000000,478.20000000,485.80000000,159228.43200000
ETHUSDT,2024-03-08 20:00:00,3928.82000000,3950.85000000,3871.28000000,3883.36000000,78238.16720000
ADAUSDT,2024-03-08 20:00:00,0.72270000,0.72690000,0.71690000,0.72280000,20167519.40000000
LTCUSDT,2024-03-08 20:00:00,87.01000000,88.59000000,86.70000000,88.32000000,136086.60300000
BTCUSDT,2024-03-08 16:00:00,67617.60000000,68864.00000000,66082.66000000,68863.99000000,22384.90145000
BNBUSDT,2024-03-08 16:00:00,472.80000000,487.10000000,462.50000000,484.50000000,364603.77500000
ETHUSDT,2024-03-08 16:00:00,3900.76000000,3978.49000000,3820.00000000,3928.82000000,174005.11970000
ADAUSDT,2024-03-08 16:00:00,0.71830000,0.73260000,0.69920000,0.72260000,68730884.10000000
LTCUSDT,2024-03-08 16:00:00,86.47000000,87.99000000,84.55000000,87.02000000,294041.98100000
XRPUSDT,2024-03-08 16:00:00,0.61410000,0.62470000,0.60220000,0.62000000,129706851.00000000
BNBUSDT,2024-03-08 12:00:00,474.20000000,489.60000000,468.50000000,472.70000000,510592.28600000
LTCUSDT,2024-03-08 12:00:00,87.91000000,89.48000000,83.78000000,86.46000000,350625.28500000
XRPUSDT,2024-03-08 12:00:00,0.62830000,0.63110000,0.60000000,0.61410000,170701613.00000000
BTCUSDT,2024-03-08 12:00:00,67741.22000000,69990.00000000,67150.00000000,67617.60000000,22754.67898200
ADAUSDT,2024-03-08 12:00:00,0.73580000,0.74210000,0.69800000,0.71810000,64125898.10000000
ETHUSDT,2024-03-08 12:00:00,3950.46000000,3993.75000000,3886.00000000,3900.75000000,172241.14340000
XRPUSDT,2024-03-08 08:00:00,0.62120000,0.63070000,0.61800000,0.62840000,100716116.00000000
LTCUSDT,2024-03-08 08:00:00,87.42000000,88.17000000,86.33000000,87.90000000,158338.12800000
ETHUSDT,2024-03-08 08:00:00,3908.16000000,3954.98000000,3908.15000000,3950.46000000,79443.96380000
ADAUSDT,2024-03-08 08:00:00,0.73080000,0.73670000,0.72590000,0.73580000,19496360.00000000
BTCUSDT,2024-03-08 08:00:00,67223.02000000,67753.40000000,67038.71000000,67741.21000000,6407.54695000
BNBUSDT,2024-03-08 08:00:00,468.10000000,474.70000000,467.50000000,474.20000000,153250.81200000
XRPUSDT,2024-03-08 04:00:00,0.62850000,0.62970000,0.61910000,0.62120000,103700582.00000000
ETHUSDT,2024-03-08 04:00:00,3900.85000000,3946.57000000,3880.00000000,3908.16000000,64744.94910000
BNBUSDT,2024-03-08 04:00:00,464.80000000,473.00000000,464.60000000,468.10000000,217960.42700000
LTCUSDT,2024-03-08 04:00:00,88.75000000,88.99000000,87.17000000,87.41000000,155225.74300000
ADAUSDT,2024-03-08 04:00:00,0.73900000,0.74250000,0.72920000,0.73080000,19608152.00000000
BTCUSDT,2024-03-08 04:00:00,67156.09000000,67640.45000000,66782.22000000,67223.02000000,5528.83778000
LTCUSDT,2024-03-08 00:00:00,88.00000000,89.33000000,87.42000000,88.74000000,205251.03000000
BTCUSDT,2024-03-08 00:00:00,66823.18000000,67256.18000000,66757.00000000,67156.09000000,5636.13131000
BNBUSDT,2024-03-08 00:00:00,474.60000000,477.20000000,463.70000000,464.80000000,254675.62900000
ETHUSDT,2024-03-08 00:00:00,3868.76000000,3940.60000000,3863.56000000,3900.85000000,77725.91570000
XRPUSDT,2024-03-08 00:00:00,0.62710000,0.63380000,0.62560000,0.62840000,89453962.00000000
ADAUSDT,2024-03-08 00:00:00,0.74270000,0.75470000,0.73370000,0.73890000,24988107.30000000
BNBUSDT,2024-03-07 20:00:00,468.20000000,476.80000000,465.70000000,474.60000000,324057.33800000
LTCUSDT,2024-03-07 20:00:00,88.79000000,89.99000000,87.93000000,88.00000000,286073.52300000
XRPUSDT,2024-03-07 20:00:00,0.63250000,0.63940000,0.62690000,0.62700000,81352447.00000000
ETHUSDT,2024-03-07 20:00:00,3870.19000000,3933.81000000,3840.00000000,3868.76000000,102855.80720000
ADAUSDT,2024-03-07 20:00:00,0.75180000,0.75370000,0.73970000,0.74270000,20581255.50000000
BTCUSDT,2024-03-07 20:00:00,67498.03000000,67914.74000000,66810.32000000,66823.17000000,6916.20385000
ADAUSDT,2024-03-07 16:00:00,0.74350000,0.75500000,0.73460000,0.75180000,31437185.30000000
XRPUSDT,2024-03-07 16:00:00,0.62520000,0.63820000,0.61990000,0.63250000,100960170.00000000
BTCUSDT,2024-03-07 16:00:00,67260.01000000,67980.00000000,67012.00000000,67498.02000000,9547.44499000
LTCUSDT,2024-03-07 16:00:00,86.58000000,89.00000000,85.82000000,88.79000000,190259.16000000
ETHUSDT,2024-03-07 16:00:00,3837.17000000,3883.77000000,3812.44000000,3870.19000000,78329.55250000
BNBUSDT,2024-03-07 16:00:00,449.20000000,468.20000000,448.50000000,468.20000000,394030.73900000
BNBUSDT,2024-03-07 12:00:00,438.60000000,451.00000000,438.30000000,449.20000000,392316.41000000
ADAUSDT,2024-03-07 12:00:00,0.73870000,0.75190000,0.72460000,0.74350000,46232038.30000000
LTCUSDT,2024-03-07 12:00:00,86.20000000,87.50000000,84.70000000,86.58000000,217558.38400000
XRPUSDT,2024-03-07 12:00:00,0.62190000,0.62860000,0.61430000,0.62520000,126467757.00000000
BTCUSDT,2024-03-07 12:00:00,66905.34000000,67899.00000000,66541.10000000,67260.01000000,13605.46645000
ETHUSDT,2024-03-07 12:00:00,3787.58000000,3855.23000000,3765.12000000,3837.16000000,112772.69000000
BNBUSDT,2024-03-07 08:00:00,434.00000000,438.80000000,430.80000000,438.60000000,207878.23000000
XRPUSDT,2024-03-07 08:00:00,0.62520000,0.62820000,0.61750000,0.62190000,124620664.00000000
BTCUSDT,2024-03-07 08:00:00,66387.77000000,67275.20000000,66341.11000000,66905.34000000,8562.66230000
ADAUSDT,2024-03-07 08:00:00,0.73670000,0.74160000,0.72940000,0.73870000,25684248.50000000
ETHUSDT,2024-03-07 08:00:00,3789.23000000,3814.92000000,3770.36000000,3787.58000000,73348.29970000
LTCUSDT,2024-03-07 08:00:00,84.87000000,86.70000000,84.75000000,86.21000000,224488.26400000
BTCUSDT,2024-03-07 04:00:00,65847.30000000,66469.05000000,65657.59000000,66387.78000000,6679.10619000
ADAUSDT,2024-03-07 04:00:00,0.73700000,0.74450000,0.71810000,0.73670000,40974060.50000000
ETHUSDT,2024-03-07 04:00:00,3775.18000000,3803.36000000,3735.00000000,3789.22000000,71852.47590000
LTCUSDT,2024-03-07 04:00:00,84.85000000,85.46000000,83.38000000,84.87000000,206549.07300000
BNBUSDT,2024-03-07 04:00:00,426.60000000,434.50000000,423.20000000,434.00000000,202066.16100000
XRPUSDT,2024-03-07 04:00:00,0.62760000,0.63050000,0.61320000,0.62520000,193422901.00000000
BTCUSDT,2024-03-07 00:00:00,66074.04000000,66467.88000000,65551.00000000,65847.29000000,7749.00312000
LTCUSDT,2024-03-07 00:00:00,85.87000000,86.89000000,84.60000000,84.85000000,149456.04400000
ETHUSDT,2024-03-07 00:00:00,3818.58000000,3852.69000000,3764.21000000,3775.18000000,101621.84970000
BNBUSDT,2024-03-07 00:00:00,429.40000000,430.60000000,425.40000000,426.60000000,151785.53200000
XRPUSDT,2024-03-07 00:00:00,0.61210000,0.62800000,0.60640000,0.62750000,162565143.00000000
ADAUSDT,2024-03-07 00:00:00,0.73500000,0.75080000,0.73130000,0.73700000,43042573.60000000
LTCUSDT,2024-03-06 20:00:00,84.25000000,85.91000000,83.78000000,85.87000000,118212.21100000
ADAUSDT,2024-03-06 20:00:00,0.72710000,0.73780000,0.72060000,0.73490000,25579212.80000000
ETHUSDT,2024-03-06 20:00:00,3852.59000000,3892.58000000,3792.70000000,3818.59000000,80838.62070000
BNBUSDT,2024-03-06 20:00:00,424.50000000,430.00000000,424.20000000,429.40000000,153720.59100000
BTCUSDT,2024-03-06 20:00:00,66739.49000000,67363.58000000,65714.17000000,66074.04000000,7643.20349000
XRPUSDT,2024-03-06 20:00:00,0.61180000,0.61640000,0.60830000,0.61210000,66847110.00000000
LTCUSDT,2024-03-06 16:00:00,83.15000000,84.67000000,82.93000000,84.27000000,128548.97600000
BNBUSDT,2024-03-06 16:00:00,419.90000000,425.50000000,419.20000000,424.40000000,165502.68000000
ADAUSDT,2024-03-06 16:00:00,0.71760000,0.73080000,0.71320000,0.72710000,31224464.70000000
BTCUSDT,2024-03-06 16:00:00,66481.12000000,67465.00000000,66221.10000000,66739.48000000,10674.76219000
XRPUSDT,2024-03-06 16:00:00,0.59900000,0.61420000,0.59780000,0.61170000,85796977.00000000
ETHUSDT,2024-03-06 16:00:00,3790.95000000,3880.00000000,3764.25000000,3852.59000000,107005.78880000
LTCUSDT,2024-03-06 12:00:00,85.15000000,85.47000000,81.75000000,83.15000000,373630.02700000
